86,0718344,7,1,2,712
87,0718345,9,6,0,960
88,0718346,0,1,3,013
89,0718347,1,5,9,159
90,0718348,0,2,5,025
91,0718349,3,7,6,376
92,0718350,7,8,1,781
93,0718351,4,1,3,413
94,0718352,3,4,8,348
95,0718353,6,3,7,637
96,0718354,0,4,2,042
97,0718355,0,9,1,091
98,0718356,6,7,1,671
99,0718357,5,9,8,598
100,0718358,4,4,6,446
101,0718359,4,2,9,429
102,0718360,6,9,8,698
103,0718361,2,0,7,207
104,0718362,0,9,4,094
105,0718363,9,5,9,959
106,0718364,9,0,5,905
107,0718365,8,3,9,839
108,0718366,6,7,5,675
109,0718367,8,3,3,833
110,0718368,3,7,6,376
111,0718369,9,5,6,956
112,0718370,8,4,5,845
113,0718371,8,1,9,819
114,0718372,6,9,8,698
115,0718373,4,7,9,479
116,0718374,4,7,2,472
117,0718375,0,5,1,051
118,0718376,3,0,7,307
119,0718377,7,0,3,703
120,0718378,5,5,1,551
121,0718379,9,0,0,900
122,0718380,2,7,4,274
123,0718381,4,5,1,451
124,0718382,2,5,3,253
125,0718383,9,7,0,970
126,0718384,0,1,5,015
127,0718385,3,1,2,312
128,0718386,7,6,3,763
129,0718387,4,2,1,421
130,0718388,5,0,6,506
131,0718389,9,1,2,912
132,0718390,6,9,5,695
133,0718391,3,0,9,309
134,0718392,7,5,6,756
135,0718393,0,5,8,058
136,0718394,2,2,8,228
137,0718395,6,4,6,646
138,0718396,0,2,7,027
139,0718397,0,7,8,078
140,0718398,1,2,4,124
141,0718399,7,2,3,723
142,0718400,9,0,4,904
143,0718401,3,0,5,305
144,0718402,2,4,2,242
145,0718403,5,9,0,590
146,0718404,1,6,2,162
147,0718405,8,0,3,803
148,0718406,9,2,9,929
149,0718407,1,2,6,126
150,0718408,6,6,2,662
151,0718409,5,5,1,551
152,0718410,2,1,0,210
153,0718411,8,7,6,876
154,0718412,6,5,3,653
155,0718413,1,1,1,111
156,0718414,0,1,7,017
157,0718415,5,3,3,533
158,0718416,3,3,0,330
159,0718417,5,7,8,578
160,0718418,2,8,6,286
161,0718419,5,4,3,543
162,0718420,0,7,0,070
163,0718421,2,2,9,229
164,0718422,0,0,5,005
165,0718423,3,4,0,340
166,0718424,6,8,6,686
167,0718425,4,6,2,462
168,0718426,1,1,5,115
169,0718427,5,9,9,599
170,0718428,7,8,9,789
171,0718429,3,7,4,374
172,0718430,7,7,6,776
173,0718431,6,4,6,646
174,0718432,6,0,4,604
175,0718433,4,0,7,407
176,0718434,0,2,1,021
177,0718435,6,8,1,681
178,0718436,7,8,1,781
179,0718437,7,3,9,739
180,0718438,5,7,1,571
181,0718439,9,8,7,987
182,0718440,0,7,0,070
183,0718441,5,8,1,581
184,0718442,4,6,8,468
185,0718443,5,2,5,525
186,0718444,9,1,7,917
187,0718445,0,2,6,026
188,0718446,4,6,8,468
189,0718447,9,6,7,967
190,0718448,1,2,3,123
191,0718449,0,2,1,021
192,0718450,8,3,8,838
193,0718451,4,1,9,419
194,0718452,2,7,6,276
195,0718453,2,2,4,224
196,0718454,2,5,4,254
197,0718455,9,1,6,916
198,0718456,1,4,0,140
199,0718457,8,4,7,847
200,0718458,3,5,7,357
201,0718459,3,2,4,324
202,0718460,3,1,4,314
203,0718461,5,2,1,521
204,0718462,1,6,2,162
205,0718463,3,4,1,341
206,0718464,4,1,9,419
207,0718465,8,9,1,891
208,0718466,3,2,7,327
209,0718467,1,9,4,194
210,0718468,8,1,9,819
211,0718469,0,3,4,034
212,0718470,0,4,5,045
213,0718471,1,6,1,161
214,0718472,0,3,6,036
215,0718473,7,5,2,752
216,0718474,3,3,1,331
217,0718475,3,7,3,373
218,0718476,2,6,4,264
219,0718477,0,8,2,082
220,0718478,3,8,8,388
221,0718479,1,8,3,183
222,0718480,0,3,4,034
223,0719001,8,3,8,838
224,0719002,2,7,0,270
225,0719003,0,5,3,053
226,0719004,5,7,6,576
227,0719005,1,7,5,175
228,0719006,2,2,2,222
229,0719007,4,3,8,438
230,0719008,1,0,3,103
231,0719009,6,7,0,670
232,0719010,5,3,5,535
233,0719011,1,7,4,174
234,0719012,0,1,0,010
235,0719013,2,0,7,207
236,0719014,1,7,2,172
237,0719015,7,5,6,756
238,0719016,7,0,8,708
239,0719017,7,2,9,729
240,0719018,5,0,8,508
241,0719019,8,6,0,860
242,0719020,5,6,6,566
243,0719021,1,1,7,117
244,0719022,4,4,9,449
245,0719023,6,8,0,680
246,0719024,4,1,4,414
247,0719025,2,4,2,242
248,0719026,7,4,1,741
249,0719027,6,9,0,690
250,0719028,9,9,6,996
251,0719029,1,7,1,171
252,0719030,1,0,4,104
253,0719031,1,9,7,197
254,0719032,8,6,3,863
255,0719033,0,3,1,031
256,0719034,6,4,5,645
257,0719035,2,5,4,254
258,0719036,2,8,6,286
259,0719037,5,1,3,513
260,0719038,8,2,9,829
261,0719039,4,6,9,469
262,0719040,6,0,7,607
263,0719041,2,6,5,265
264,0719042,7,9,1,791
265,0719043,9,3,5,935
266,0719044,8,1,2,812
267,0719045,7,1,2,712
268,0719046,6,7,9,679
269,0719047,1,6,5,165
270,0719048,5,3,0,530
271,0719049,3,9,7,397
272,0719050,1,0,3,103
273,0719051,9,8,2,982
274,0719052,9,2,4,924
275,0719053,6,1,3,613
276,0719054,4,6,3,463
277,0719055,1,0,6,106
278,0719056,2,5,5,255
279,0719057,9,8,7,987
280,0719058,9,5,6,956
281,0719059,2,9,1,291
282,0719060,5,8,8,588
283,0719061,4,3,2,432
284,0719062,2,6,2,262
285,0719063,0,2,1,021
286,0719064,8,1,9,819
287,0719065,0,4,4,044
288,0719066,0,1,7,017
289,0719067,5,5,2,552
290,0719068,4,1,6,416
291,0719069,9,3,0,930
292,0719070,5,0,4,504
293,0719071,0,5,0,050
294,0719072,4,5,7,457
295,0719073,9,9,3,993
296,0719074,5,6,4,564
297,0719075,6,1,5,615
298,0719076,3,2,6,326
299,0719077,1,7,8,178
300,0719078,4,2,6,426
301,0719079,0,8,6,086
302,0719080,5,0,0,500
303,0719081,7,4,4,744
304,0719082,6,3,8,638
305,0719083,9,9,3,993
306,0719084,9,9,5,995
307,0719085,2,3,9,239
308,0719086,1,5,4,154
309,0719087,0,2,5,025
310,0719088,4,1,0,410
311,0719089,9,8,6,986
312,0719090,8,0,6,806
313,0719091,6,5,5,655
314,0719092,6,3,1,631
315,0719093,2,5,6,256
316,0719094,2,6,8,268
317,0719095,4,3,9,439
318,0719096,9,0,1,901
319,0719097,9,7,6,976
320,0719098,0,3,4,034
321,0719099,9,1,3,913
322,0719100,1,7,3,173
323,0719101,9,7,2,972
324,0719102,7,5,8,758
325,0719103,1,5,9,159
326,0719104,6,7,8,678
327,0719105,2,5,2,252
328,0719106,1,9,9,199
329,0719107,6,1,8,618
330,0719108,5,2,5,525
331,0719109,2,6,9,269
332,0719110,2,8,2,282
333,0719111,5,3,4,534
334,0719112,2,1,8,218
335,0719113,6,5,5,655
336,0719114,7,0,8,708
337,0719115,2,0,7,207
338,0719116,7,0,6,706
339,0719117,5,7,2,572
340,0719118,7,6,9,769
341,0719119,7,1,6,716
342,0719120,9,6,6,966
343,0719121,6,5,8,658
344,0719122,4,5,6,456
345,0719123,3,7,0,370
346,0719124,5,1,9,519
347,0719125,4,0,9,409
348,0719126,6,7,7,677
349,0719127,5,0,2,502
350,0719128,9,0,4,904
351,0719129,6,6,4,664
352,0719130,1,5,4,154
353,0719131,4,4,3,443
354,0719132,8,7,6,876
355,0719133,6,1,3,613
356,0719134,7,3,8,738
357,0719135,2,8,3,283
358,0719136,1,2,1,121
359,0719137,3,0,5,305
360,0719138,1,9,2,192
361,0719139,2,7,2,272
362,0719140,3,3,1,331
363,0719141,8,1,4,814
364,0719142,4,8,5,485
365,0719143,4,8,0,480
366,0719144,7,5,0,750
367,0719145,0,3,4,034
368,0719146,3,6,4,364
369,0719147,4,2,8,428
370,0719148,1,0,4,104
371,0719149,8,0,4,804
372,0719150,7,7,7,777
373,0719151,6,2,8,628
374,0719152,9,4,6,946
375,0719153,8,9,1,891
376,0719154,1,6,6,166
377,0719155,0,3,0,030
378,0719156,2,4,0,240
379,0719157,1,7,0,170
380,0719158,1,7,4,174
381,0719159,9,4,1,941
382,0719160,5,9,0,590
383,0719161,9,5,2,952
384,0719162,4,8,9,489
385,0719163,2,5,1,251
386,0719164,3,8,7,387
387,0719165,9,3,3,933
388,0719166,8,8,4,884
389,0719167,7,2,7,727
390,0719168,0,3,6,036
391,0719169,3,7,9,379
392,0719170,7,5,4,754
393,0719171,1,5,7,157
394,0719172,5,0,1,501
395,0719173,3,7,6,376
396,0719174,6,4,1,641
397,0719175,9,7,9,979
398,0719176,0,4,0,040
399,0719177,9,8,6,986
400,0719178,1,8,0,180
401,0719179,6,6,9,669
402,0719180,0,3,5,035
403,0719181,6,2,9,629
404,0719182,9,0,0,900
405,0719183,8,4,8,848
406,0719184,9,2,9,929
407,0719185,9,5,6,956
408,0719186,1,3,7,137
409,0719187,1,2,1,121
410,0719188,0,4,0,040
411,0719189,7,1,1,711
412,0719190,7,3,9,739
413,0719191,7,9,2,792
414,0719192,0,8,0,080
415,0719193,9,6,4,964
416,0719194,0,6,0,060
417,0719195,4,5,1,451
418,0719196,5,0,3,503
419,0719197,5,6,1,561
420,0719198,1,9,7,197
421,0719199,0,8,9,089
422,0719200,5,9,1,591
423,0719201,9,9,3,993
424,0719202,7,9,7,797
425,0719203,2,0,8,208
426,0719204,1,0,4,104
427,0719205,0,3,5,035
428,0719206,1,0,7,107
429,0719207,0,0,5,005
430,0719208,9,8,9,989
431,0719209,5,9,1,591
432,0719210,4,1,9,419
433,0719211,1,7,6,176
434,0719212,1,7,3,173
435,0719213,0,7,6,076
436,0719214,9,1,7,917
437,0719215,9,5,7,957
438,0719216,2,3,2,232
439,0719217,1,7,4,174
440,0719218,9,3,6,936
441,0719219,4,7,0,470
442,0719220,1,9,0,190
443,0719221,0,3,3,033
444,0719222,5,2,2,522
445,0719223,3,6,1,361
446,0719224,1,7,1,171
447,0719225,0,9,0,090
448,0719226,8,5,3,853
449,0719227,5,4,4,544
450,0719228,6,7,9,679
451,0719229,5,6,2,562
452,0719230,2,8,0,280
453,0719231,4,3,6,436
454,0719232,9,9,4,994
455,0719233,8,0,6,806
456,0719234,2,5,3,253
457,0719235,0,8,8,088
458,0719236,7,7,4,774
459,0719237,8,5,6,856
460,0719238,7,8,2,782
461,0719239,9,1,3,913
462,0719240,1,9,9,199
463,0719241,3,4,5,345
464,0719242,2,5,3,253
465,0719243,6,3,0,630
466,0719244,6,9,6,696
467,0719245,8,6,0,860
468,0719246,7,0,2,702
469,0719247,1,7,2,172
470,0719248,4,7,7,477
471,0719249,4,7,2,472
472,0719250,6,0,6,606
473,0719251,6,4,7,647
474,0719252,0,8,1,081
475,0719253,9,6,8,968
476,0719254,0,7,6,076
477,0719255,2,6,3,263
478,0719256,7,1,0,710
479,0719257,3,1,4,314
480,0719258,0,5,7,057
481,0719259,0,9,8,098
482,0719260,6,3,6,636
483,0719261,8,1,6,816
484,0719262,2,2,4,224
485,0719263,8,0,4,804
486,0719264,7,7,2,772
487,0719265,8,4,8,848
488,0719266,1,5,4,154
489,0719267,9,8,8,988
490,0719268,1,2,2,122
491,0719269,7,3,7,737
492,0719270,0,1,3,013
493,0719271,9,6,0,960
494,0719272,6,4,6,646
495,0719273,2,1,7,217
496,0719274,5,0,5,505
497,0719275,2,3,8,238
498,0719276,7,3,9,739
499,0719277,1,9,7,197
500,0719278,8,1,5,815
501,0719279,4,4,6,446
502,0719280,2,8,4,284
503,0719281,7,4,2,742
504,0719282,3,8,7,387
505,0719283,4,1,8,418
506,0719284,8,4,5,845
507,0719285,2,9,4,294
508,0719286,9,5,2,952
509,0719287,1,6,3,163
510,0719288,3,4,3,343
511,0719289,2,5,7,257
512,0719290,1,0,6,106
513,0719291,8,3,9,839
514,0719292,0,6,7,067
515,0719293,2,2,4,224
516,0719294,1,6,6,166
517,0719295,1,8,7,187
518,0719296,6,8,6,686
519,0719297,2,0,3,203
520,0719298,9,6,6,966
521,0719299,4,0,9,409
522,0719300,7,0,6,706
523,0719301,5,2,1,521
524,0719302,2,5,0,250
525,0719303,8,5,1,851
526,0719304,6,7,6,676
527,0719305,4,7,7,477
528,0719306,2,3,8,238
529,0719307,6,1,9,619
530,0719308,0,1,5,015
531,0719309,0,0,4,004
532,0719310,5,5,9,559
533,0719311,0,9,4,094
534,0719312,0,1,7,017
535,0719313,4,2,0,420
536,0719314,9,9,5,995
537,0719315,5,7,6,576
538,0719316,2,2,0,220
539,0719317,1,4,0,140
540,0719318,7,6,6,766
541,0719319,7,0,3,703
542,0719320,6,7,5,675
543,0719321,2,4,5,245
544,0719322,8,5,2,852
545,0719323,1,3,4,134
546,0719324,1,7,1,171
547,0719325,6,8,1,681
548,0719326,7,0,5,705
549,0719327,8,2,6,826
550,0719328,7,9,9,799
551,0719329,2,7,0,270
552,0719330,1,6,4,164
553,0719331,2,7,7,277
554,0719332,4,8,0,480
555,0719333,7,8,0,780
556,0719334,6,4,2,642
557,0719335,9,6,3,963
558,0719336,3,2,8,328
559,0719337,9,6,3,963
560,0719338,1,9,2,192
561,0719339,7,0,6,706
562,0719340,2,2,7,227
563,0719341,5,4,2,542
564,0719342,8,7,2,872
565,0719343,4,6,8,468
566,0719344,9,0,8,908
567,0719345,4,5,4,454
568,0719346,1,7,0,170
569,0719347,3,0,7,307
570,0719348,0,0,3,003
571,0719349,8,1,4,814
572,0719350,5,8,9,589
573,0719351,0,1,0,010
574,0719352,5,2,2,522
575,0719353,8,5,8,858
576,0719354,6,1,6,616
577,0719355,3,2,0,320
578,0719356,0,8,4,084
579,0719357,9,4,1,941
580,0719358,2,0,6,206
581,0719359,9,2,3,923
582,0719360,9,1,9,919
583,0719361,4,5,0,450
584,0719362,7,9,5,795
585,0719363,4,5,7,457
586,0719364,0,9,7,097
587,0719365,5,8,3,583
588,0719366,4,7,7,477
589,0719367,6,0,4,604
590,0719368,3,1,6,316
591,0719369,7,6,2,762
592,0719370,4,7,3,473
593,0719371,6,8,7,687
594,0719372,9,4,1,941
595,0719373,6,2,6,626
596,0719374,1,8,1,181
597,0719375,8,8,8,888
598,0719376,2,8,7,287
599,0719377,5,9,5,595
600,0719378,5,7,9,579
601,0719379,0,3,3,033
602,0719380,6,1,8,618
603,0719381,1,1,7,117
604,0719382,0,0,9,009
605,0719383,7,8,2,782
606,0719384,3,3,9,339
607,0719385,8,9,0,890
608,0719386,6,7,8,678
609,0719387,7,7,5,775
610,0719388,4,2,6,426
611,0719389,9,4,2,942
612,0719390,2,9,5,295
613,0719391,2,3,9,239
614,0719392,9,4,4,944
615,0719393,7,5,5,755
616,0719394,6,5,7,657
617,0719395,4,9,6,496
618,0719396,6,6,6,666
619,0719397,8,6,0,860
620,0719398,9,1,0,910
621,0719399,3,8,4,384
622,0719400,4,7,8,478
623,0719401,1,6,5,165
624,0719402,3,5,6,356
625,0719403,0,2,1,021
626,0719404,4,6,5,465
627,0719405,1,9,5,195
628,0719406,9,1,2,912
629,0719407,6,3,5,635
630,0719408,0,2,4,024
631,0719409,0,6,3,063
632,0719410,9,9,6,996
633,0719411,3,5,2,352
634,0719412,5,3,9,539
635,0719413,6,8,6,686
636,0719414,5,6,0,560
637,0719415,3,7,9,379
638,0719416,8,2,6,826
639,0719417,8,9,6,896
640,0719418,4,1,1,411
641,0719419,9,9,1,991
642,0719420,0,6,4,064
643,0719421,5,3,4,534
644,0719422,4,5,2,452
645,0719423,0,7,1,071
646,0719424,0,8,0,080
647,0719425,2,9,5,295
648,0719426,4,8,3,483
649,0719427,5,2,5,525
650,0719428,2,6,8,268
651,0719429,0,8,8,088
652,0719430,5,2,5,525
653,0719431,8,6,5,865
654,0719432,2,8,3,283
655,0719433,1,2,6,126
656,0719434,0,9,8,098
657,0719435,1,6,9,169
658,0719436,8,3,4,834
659,0719437,2,7,1,271
660,0719438,6,0,5,605
661,0719439,4,5,6,456
662,0719440,0,2,5,025
663,0719441,6,7,6,676
664,0719442,8,0,7,807
665,0719443,4,6,9,469
666,0719444,5,3,2,532
667,0719445,9,5,2,952
668,0719446,2,7,3,273
669,0719447,2,5,7,257
670,0719448,6,5,6,656
671,0719449,2,5,6,256
672,0719450,4,0,8,408
673,0719451,3,1,9,319
674,0719452,5,0,2,502
675,0719453,2,6,1,261
676,0719454,4,8,9,489
677,0719455,6,7,1,671
678,0719456,3,6,9,369
679,0719457,4,3,5,435
680,0719458,0,0,6,006
681,0719459,1,4,9,149
682,0719460,8,5,6,856
683,0719461,0,2,4,024
684,0719462,4,2,8,428
685,0719463,8,9,2,892
686,0719464,8,0,4,804
687,0719465,6,5,4,654
688,0719466,9,2,2,922
689,0719467,2,0,9,209
690,0719468,2,0,0,200
691,0719469,6,8,1,681
692,0719470,1,6,1,161
693,0719471,1,2,2,122
694,0719472,9,5,1,951
695,0719473,8,5,7,857
696,0719474,3,7,8,378
697,0719475,2,3,7,237
698,0719476,7,8,5,785
699,0719477,9,4,0,940
700,0719478,8,2,6,826
701,0719479,2,4,8,248
702,0719480,0,0,0,000
703,0720001,1,7,4,174
704,0720002,8,1,6,816
705,0720003,7,6,7,767
706,0720004,5,6,1,561
707,0720005,6,3,4,634
708,0720006,5,2,8,528
709,0720007,3,9,0,390
710,0720008,4,0,6,406
711,0720009,4,9,4,494
712,0720010,9,0,4,904
713,0720011,6,7,1,671
714,0720012,2,1,0,210
715,0720013,3,7,6,376
716,0720014,2,4,1,241
717,0720015,8,2,4,824
718,0720016,1,9,2,192
719,0720017,1,2,8,128
720,0720018,0,7,2,072
721,0720019,0,2,9,029
722,0720020,8,6,5,865
723,0720021,3,2,7,327
724,0720022,9,8,2,982
725,0720023,9,9,2,992
726,0720024,7,1,7,717
727,0720025,1,6,8,168
728,0720026,2,9,2,292
729,0720027,7,3,2,732
730,0720028,1,5,9,159
731,0720029,6,4,6,646
732,0720030,6,1,8,618
733,0720031,1,7,0,170
734,0720032,2,0,9,209
735,0720033,4,6,9,469
736,0720034,5,5,2,552
737,0720035,8,9,9,899
738,0720036,0,8,2,082
739,0720037,2,3,9,239
740,0720038,9,5,0,950
741,0720039,0,4,3,043
742,0720040,9,3,7,937
743,0720041,2,1,4,214
744,0720042,1,4,0,140
745,0720043,0,8,7,087
746,0720044,3,8,0,380
747,0720045,0,8,7,087
748,0720046,8,3,2,832
749,0720047,5,2,3,523
750,0720048,2,8,8,288
751,0720049,3,7,9,379
752,0720050,5,4,8,548
753,0720051,5,9,9,599
754,0720052,0,0,9,009
755,0720053,9,4,7,947
756,0720054,8,8,0,880
757,0720055,4,7,4,474
758,0720056,7,6,0,760
759,0720057,3,2,6,326
760,0720058,1,0,2,102
761,0720059,6,9,5,695
762,0720060,7,0,8,708
763,0720061,4,8,2,482
764,0720062,6,6,5,665
765,0720063,6,5,5,655
766,0720064,4,1,1,411
767,0720065,5,5,1,551
768,0720066,3,5,7,357
769,0720067,0,8,3,083
770,0720068,0,0,8,008
771,0720069,8,7,6,876
772,0720070,7,8,7,787
773,0720071,9,4,9,949
774,0720072,9,0,1,901
775,0720073,0,6,0,060
776,0720074,0,0,8,008
777,0720075,4,4,4,444
778,0720076,1,9,7,197
779,0720077,2,0,5,205
780,0720078,1,4,2,142
781,0720079,8,4,4,844
782,0720080,9,9,7,997
783,0720081,1,5,8,158
784,0720082,5,1,4,514
785,0720083,4,5,3,453
786,0720084,7,9,2,792
787,0720085,3,7,7,377
788,0720086,5,7,8,578
789,0720087,3,0,7,307
790,0720088,4,4,3,443
791,0720089,2,7,9,279
792,0720090,6,4,4,644
793,0720091,7,7,3,773
794,0720092,2,2,1,221
795,0720093,2,2,0,220
796,0720094,1,1,8,118
797,0720095,1,8,7,187
798,0720096,9,2,4,924
799,0720097,8,0,5,805
800,0720098,0,6,0,060
801,0720099,3,3,9,339
802,0720100,3,9,0,390
803,0720101,9,6,2,962
804,0720102,8,4,7,847
805,0720103,1,5,1,151
806,0720104,5,9,6,596
807,0720105,7,2,0,720
808,0720106,3,8,8,388
809,0720107,3,3,9,339
810,0720108,8,2,2,822
811,0720109,2,1,1,211
812,0720110,3,3,9,339
813,0720111,9,8,5,985
814,0720112,7,6,9,769
815,0720113,6,2,1,621
816,0720114,0,1,9,019
817,0720115,2,3,2,232
818,0720116,8,1,8,818
819,0720117,8,6,9,869
820,0720118,5,7,1,571
821,0720119,2,8,4,284
822,0720120,8,9,4,894
823,0720121,8,1,7,817
824,0720122,3,5,5,355
825,0720123,6,5,5,655
826,0720124,1,6,8,168
827,0720125,7,4,7,747
828,0720126,0,8,1,081
829,0720127,3,3,0,330
830,0720128,1,3,9,139
831,0720129,3,7,8,378
832,0720130,4,4,6,446
833,0720131,1,7,8,178
834,0720132,7,9,9,799
835,0720133,0,9,3,093
836,0720134,3,6,7,367
837,0720135,2,5,2,252
838,0720136,5,7,9,579
839,0720137,1,0,6,106
840,0720138,1,9,5,195
841,0720139,8,5,8,858
842,0720140,2,7,8,278
843,0720141,2,4,3,243
844,0720142,0,8,4,084
845,0720143,1,1,5,115
846,0720144,0,4,2,042
847,0720145,9,6,5,965
848,0720146,4,9,5,495
849,0720147,1,9,8,198
850,0720148,7,2,4,724
851,0720149,2,9,6,296
852,0720150,1,9,6,196
853,0720151,3,8,3,383
854,0720152,0,8,4,084
855,0720153,3,7,5,375
856,0720154,7,1,9,719
857,0720155,6,0,9,609
858,0720156,2,1,6,216
859,0720157,5,9,5,595
860,0720158,5,7,6,576
861,0720159,2,5,8,258
862,0720160,2,8,5,285
863,0720161,4,5,7,457
864,0720162,5,1,3,513
865,0720163,5,8,4,584
866,0720164,6,5,0,650
867,0720165,7,9,8,798
868,0720166,6,2,4,624
869,0720167,2,0,1,201
870,0720168,0,1,3,013
871,0720169,6,4,5,645
872,0720170,8,4,8,848
873,0720171,8,4,3,843
874,0720172,1,0,9,109
875,0720173,1,4,9,149
876,0720174,2,9,5,295
877,0720175,9,4,5,945
878,0720176,6,9,3,693
879,0720177,8,9,6,896
880,0720178,9,8,3,983
881,0720179,6,1,6,616
882,0720180,1,6,1,161
883,0720181,9,2,1,921
884,0720182,8,6,9,869
885,0720183,2,5,6,256
886,0720184,7,0,4,704
887,0720185,4,2,6,426
888,0720186,6,9,6,696
889,0720187,9,6,2,962
890,0720188,2,4,6,246
891,0720189,2,4,2,242
892,0720190,8,3,4,834
893,0720191,8,0,0,800
894,0720192,4,4,8,448
895,0720193,0,2,6,026
896,0720194,2,5,8,258
897,0720195,3,5,2,352
898,0720196,6,6,3,663
899,0720197,8,0,1,801
900,0720198,7,2,4,724
901,0720199,9,1,3,913
902,0720200,4,3,8,438
903,0720201,9,1,7,917
904,0720202,3,4,2,342
905,0720203,2,5,7,257
906,0720204,9,6,7,967
907,0720205,3,7,7,377
908,0720206,3,6,8,368
909,0720207,0,4,8,048
910,0720208,0,0,1,001
911,0720209,4,3,6,436
912,0720210,6,1,6,616
913,0720211,1,9,0,190
914,0720212,1,1,1,111
915,0720213,6,3,7,637
916,0720214,0,2,4,024
917,0720215,0,5,1,051
918,0720216,8,7,3,873
919,0720217,0,5,5,055
920,0720218,0,5,9,059
921,0720219,6,3,4,634
922,0720220,2,5,8,258
923,0720221,8,0,8,808
924,0720222,8,7,0,870
925,0720223,6,1,5,615
926,0720224,2,7,5,275
927,0720225,1,2,7,127
928,0720226,3,6,5,365
929,0720227,2,2,0,220
930,0720228,1,2,5,125
931,0720229,3,5,9,359
932,0720230,2,0,0,200
933,0720231,2,0,1,201
934,0720232,7,3,1,731
935,0720233,5,2,8,528
936,0720234,3,0,6,306
937,0720235,2,6,5,265
938,0720236,7,4,4,744
939,0720237,2,3,8,238
940,0720238,6,5,4,654
941,0720239,7,6,1,761
942,0720240,3,6,9,369
943,0720241,6,8,1,681
944,0720242,2,1,6,216
945,0720243,8,9,7,897
946,0720244,7,9,7,797
947,0720245,6,0,4,604
948,0720246,6,3,6,636
949,0720247,9,5,3,953
950,0720248,0,0,8,008
951,0720249,6,7,8,678
952,0720250,4,6,7,467
953,0720251,1,6,1,161
954,0720252,6,5,3,653
955,0720253,3,1,0,310
956,0720254,5,9,1,591
957,0720255,1,9,1,191
958,0720256,4,1,8,418
959,0720257,5,2,8,528
960,0720258,3,0,6,306
961,0720259,9,4,1,941
962,0720260,3,6,5,365
963,0720261,2,8,8,288
964,0720262,9,0,1,901
965,0720263,8,0,2,802
966,0720264,0,1,3,013
967,0720265,6,0,1,601
968,0720266,0,0,3,003
969,0720267,3,1,4,314
970,0720268,4,0,0,400
971,0720269,7,0,5,705
972,0720270,4,6,5,465
973,0720271,7,1,8,718
974,0720272,6,2,0,620
975,0720273,6,5,5,655
976,0720274,7,4,0,740
977,0720275,6,8,2,682
978,0720276,5,5,7,557
979,0720277,9,7,1,971
980,0720278,4,7,7,477
981,0720279,3,9,0,390
982,0720280,1,4,8,148
983,0720281,5,2,8,528
984,0720282,8,8,0,880
985,0720283,4,1,8,418
986,0720284,8,2,3,823
987,0720285,5,8,4,584
988,0720286,1,3,1,131
989,0720287,7,2,5,725
990,0720288,3,1,5,315
991,0720289,9,5,4,954
992,0720290,2,3,9,239
993,0720291,1,1,5,115
994,0720292,3,0,0,300
995,0720293,2,1,4,214
996,0720294,0,7,2,072
997,0720295,0,9,2,092
998,0720296,0,7,8,078
999,0720297,4,1,7,417
